"FAWN Station","Period","10m T avg (F)","10m T min (F)","10m T max (F)","Tsoil avg-10cm  (F)","Tsoil min(avg)-10cm  (F)","Tsoil max(avg)-10cm  (F)","2m DewPt avg (F)","RelHum avg 2m  (pct)","2m Rain tot (in)","2m Rain max over 15min (in)","SolRad avg2m  (w/m^2)","BP avg (mb)","N (# obs)"
"Live Oak","20 Jan 2025","37.35","31.09","43.91","48.91","45.58","54.05","25.4","63","0","0","126.13","1022","96"
"Live Oak","21 Jan 2025","38.71","32.22","46.31","46.53","44.2","49.69","27.39","65","0.36","0.04","81.06","1021","96"
"Live Oak","22 Jan 2025","30.86","28.26","33.23","41.95","40.35","45.17","29.24","93","0.56","0.06","50.68","1022","96"
"Live Oak","23 Jan 2025","35.03","28.05","46.76","42.18","38.42","48.02","24.93","70","0.02","0.01","156.6","1021","96"
"Live Oak","24 Jan 2025","37.25","28.2","48.22","41.72","38.31","45.7","23.88","64","0","0","127.91","1022","96"
"Live Oak","25 Jan 2025","40.85","25.8","58.73","42.8","37.97","49.35","26.89","68","0","0","168.29","1025","96"
"Live Oak","26 Jan 2025","49.5","31.87","66.72","46.32","40.01","54.07","36.8","71","0","0","162.93","1023","96"
"Live Oak","27 Jan 2025","56.94","45.03","68.45","51.56","46.33","57.52","48.43","77","0","0","128.49","1016","96"
"Live Oak","28 Jan 2025","56.95","49.21","65.01","56.65","53.46","60.98","46.17","72","0","0","147.42","1013","96"
"Live Oak","29 Jan 2025","57.08","43.6","73.22","55.66","50.18","61.79","47.47","75","0","0","162.19","1014","96"
"Live Oak","30 Jan 2025","59.84","44.05","74.98","57.73","52.72","63.45","47.29","72","0","0","159.59","1015","96"
"Live Oak","31 Jan 2025","67.25","57.85","76.96","61","56.7","66.54","60.93","81","0","0","155.95","1012","96"
"Live Oak","1 Feb 2025","62.4","50.85","72.03","63.09","58.53","67.42","49.85","71","0.01","0.01","173.42","1014","96"
"Live Oak","2 Feb 2025","60.23","43.7","76.35","60.57","55","66.29","50.15","77","0","0","154.82","1017","96"
"Live Oak","3 Feb 2025","61.85","54.54","73.56","62.09","59.68","65.84","58.7","92","0","0","82.26","1016","96"
"Live Oak","4 Feb 2025","64.03","56.3","78.08","64.2","60.6","69.8","55.35","79","0.01","0.01","164.59","1016","96"
"Live Oak","5 Feb 2025","66.4","52.39","79.93","65.07","60.06","70.47","58.02","79","0","0","148.23","1015","96"
"Live Oak","6 Feb 2025","65.91","55.04","78.67","66.42","62.28","71.11","58.66","81","0","0","158.43","1015","96"
"Live Oak","7 Feb 2025","64.81","60.26","68.97","66.49","64.9","68.23","61.57","90","0","0","56.66","1016","96"
"Live Oak","8 Feb 2025","63.87","56.16","76.89","66.51","63.27","71.19","60","89","0","0","137.12","1016","96"
"Live Oak","9 Feb 2025","65.72","56.05","79.03","68.21","64.71","72.73","60.57","85","0.01","0.01","156.61","1016","96"
"Live Oak","10 Feb 2025","67.16","60.51","79","69.41","66.61","73.6","61.54","85","0","0","132.23","1017","96"
"Live Oak","11 Feb 2025","64.62","55.99","77.32","68.5","66.29","70.79","60.29","87","0","0","89.01","1013","96"
"Live Oak","12 Feb 2025","71.76","64.36","79.36","69.64","67.06","73.38","65.85","82","0","0","138.27","1009","96"
"Live Oak","13 Feb 2025","68.17","60.21","77.38","70.18","67.68","71.51","65.53","92","0.24","0.06","55.17","1015","96"
"Live Oak","14 Feb 2025","59.63","51.42","69.67","65.32","61.56","68.27","53.39","81","0","0","148.6","1023","96"
"Live Oak","15 Feb 2025","66.47","55","80.22","66.22","62.26","71.31","59.63","80","0","0","121.66","1015","96"
"Live Oak","16 Feb 2025","64.54","56.03","73.78","66.41","63.25","68.04","59.5","85","0.5","0.27","69.71","1007","96"
"Live Oak","17 Feb 2025","49.86","39.98","59.86","59.6","54.84","63.82","38.11","68","0","0","202.64","1016","96"
"Live Oak","18 Feb 2025","52.49","36.31","67.3","57.34","51.35","63.55","39.18","67","0","0","191.58","1016","96"
"Live Oak","19 Feb 2025","53.47","50.94","55.87","58.13","57.38","59.56","51.66","94","0.84","0.07","22.16","1011","96"
"Live Oak","20 Feb 2025","46.79","38.36","51.19","55.88","52.11","57.9","39.91","78","0.01","0.01","102.96","1016","96"
"Live Oak","21 Feb 2025","40.1","30.35","51.19","50.15","45.06","55.49","23.38","53","0","0","206.46","1025","96"
"Live Oak","22 Feb 2025","50.23","36.16","64.06","51.81","46.87","57.7","41.16","74","0","0","129.37","1022","96"
"Live Oak","23 Feb 2025","54.58","43.58","66.85","55.13","49.87","60.19","44.66","76","0.13","0.05","129.96","1017","96"
"Live Oak","24 Feb 2025","52.79","49.62","57.33","56.58","54.91","58.3","51.68","96","0.32","0.05","42.12","1011","96"
"Live Oak","25 Feb 2025","61.65","51.84","73.99","59.77","55.71","65.75","53.09","78","0.01","0.01","185.75","1007","96"
"Live Oak","26 Feb 2025","64.53","50.25","78.71","61.15","54.99","67.87","46.81","63","0","0","207.12","1010","96"
"Live Oak","27 Feb 2025","62.57","50.25","74.62","62.46","56.7","68.81","53.46","77","0","0","196.85","1011","96"
"Live Oak","28 Feb 2025","61.95","48.18","73.65","63.75","57.79","70.23","42.47","59","0","0","222.33","1011","96"
"Live Oak","1 Mar 2025","61.36","47.35","75.87","63.44","57.4","70.11","47.46","67","0","0","209.45","1008","96"
"Live Oak","2 Mar 2025","57.51","47.46","66.11","64.14","59.13","69.76","39.58","57","0","0","221.61","1012","96"
"Live Oak","3 Mar 2025","53.89","40.14","66.54","61.88","56.35","67.33","42.48","69","0","0","190.34","1016","96"
"Live Oak","4 Mar 2025","64.59","49.89","78.91","64.16","59.02","70.05","54.25","72","0","0","173.73","1011","96"
"Live Oak","5 Mar 2025","66.92","56.37","74.05","66.56","63.27","69.19","56.76","71","0.72","0.28","166.34","1001","96"
"Live Oak","6 Mar 2025","54.97","47.1","64.65","59.89","55.26","64.18","33.87","47","0","0","228.09","1008","96"
"Live Oak","7 Mar 2025","55.7","38.42","72.14","59.46","52.92","66.96","36.3","57","0","0","226.63","1012","96"
"Live Oak","8 Mar 2025","60.37","50.13","66.43","60.78","57.78","63.84","58.02","94","0.03","0.01","49.09","1010","96"
"Live Oak","9 Mar 2025","62.72","54.43","70.84","64.22","62.26","68.29","61.03","94","1.91","0.29","92.14","1008","93"
"Live Oak","10 Mar 2025","57.77","51.48","65.1","61.29","59.36","64.11","54.56","89","2.21","0.36","90.66","1003","95"
"Live Oak","11 Mar 2025","59.82","47.12","75.25","59.92","54.14","66.83","43.97","63","0","0","239.06","1009","96"
"Live Oak","12 Mar 2025","62.25","49.26","76.08","62.11","55.51","69.71","47.08","65","0","0","236.67","1011","96"
"Live Oak","13 Mar 2025","63.69","52.38","75.72","64.66","58.75","71.1","55.28","79","0.01","0.01","194.03","1010","96"
"Live Oak","14 Mar 2025","66.88","51.73","80.33","66.85","60.87","73.42","56.24","74","0","0","196.39","1009","96"
"Live Oak","15 Mar 2025","72.24","62.15","84.54","69.61","64.72","75.74","62.57","74","0","0","197.41","1006","96"
"Live Oak","16 Mar 2025","70.12","65.08","73.02","70.12","68","72.52","64.38","83","0.25","0.09","59.87","1005","96"
"Live Oak","17 Mar 2025","59.68","51.33","67.71","64.44","59.79","68.65","38.02","48","0.01","0.01","249.21","1013","96"
"Live Oak","18 Mar 2025","60.43","41.51","77.16","63.16","56.01","71.55","37.23","51","0","0","248.23","1016","96"
"Live Oak","19 Mar 2025","63","45.66","80.17","65.64","58.53","73.54","43.41","59","0","0","249.47","1013","96"
"Live Oak","20 Mar 2025","62.75","52.86","72.88","66.02","63.14","69.42","53.28","75","0.08","0.05","145.31","1008","96"
"Live Oak","21 Mar 2025","53.19","41.94","67.24","62.56","56.08","69.87","33.44","50","0","0","259.13","1014","96"
"Live Oak","22 Mar 2025","58.35","45.74","72.52","63.82","57.24","71.28","40.81","61","0","0","252.92","1015","96"
"Live Oak","23 Mar 2025","63.02","46.37","78.66","66.27","60.13","73.09","45.51","62","0","0","243.29","1014","96"
"Live Oak","24 Mar 2025","63.42","48.25","77.61","66.8","62.29","70.93","53.62","76","0","0","143.46","1012","96"
"Live Oak","25 Mar 2025","68.87","58.68","80.62","70.23","65.35","76.5","56.17","69","0","0","242.68","1012","96"
"Live Oak","26 Mar 2025","68.95","58.35","82.42","71.53","66.56","77.25","52.73","65","0","0","250.48","1015","96"
"Live Oak","27 Mar 2025","66.75","53.8","78.46","71.42","66.6","76.37","45.99","54","0","0","242.67","1018","96"
"Live Oak","28 Mar 2025","67.74","54.52","80.98","71.76","66.92","76.66","55.08","68","0","0","228.85","1019","96"
"Live Oak","29 Mar 2025","69.99","60.64","80.65","72.77","69.15","76.95","59.67","72","0","0","191.46","1015","96"
"Live Oak","30 Mar 2025","68.66","64.78","73.15","72.61","71.17","75.02","65.76","91","0.43","0.07","70.29","1012","96"
"Live Oak","31 Mar 2025","70.56","64.83","80.44","72.73","70.18","77.04","67.55","91","0.12","0.05","131.57","1008","96"
"Live Oak","1 Apr 2025","73.96","66.88","83.77","74.32","70.12","80.22","68.56","84","0.01","0.01","216.89","1010","96"
"Live Oak","2 Apr 2025","77.57","65.7","89.53","76.29","71.31","81.73","67.64","76","0","0","214.72","1013","96"
"Live Oak","3 Apr 2025","78.23","69.69","87.6","78.19","73.71","83.55","68.62","75","0","0","201.01","1015","96"
"Live Oak","4 Apr 2025","77.69","68.97","87.62","79.61","74.66","84.99","68.31","76","0","0","225.79","1017","96"
"Live Oak","5 Apr 2025","76.42","66.92","87.35","80.45","75.51","85.78","65.65","72","0","0","251.93","1015","96"
"Live Oak","6 Apr 2025","75.42","68.07","85.12","80.59","76.57","84.87","67.8","79","0","0","217.22","1010","96"
"Live Oak","7 Apr 2025","72.66","61.2","82.17","79.42","76.91","82.29","67.75","85","0.02","0.01","119.17","1004","96"
"Live Oak","8 Apr 2025","61.36","52.45","70.38","75.9","71.55","80.4","50.26","69","0.05","0.05","255.21","1008","96"
"Live Oak","9 Apr 2025","63.63","52.07","75","74.66","69.06","80.56","46.58","58","0","0","264.64","1013","96"
"Live Oak","10 Apr 2025","65.84","52.02","79.27","75.69","70.09","81.91","53.06","69","0","0","257.38","1015","96"
"Live Oak","11 Apr 2025","64.15","54.54","77.22","75.78","71.55","80.58","54.23","73","0.34","0.11","224.85","1010","96"
"Live Oak","12 Apr 2025","60.39","50.27","70.68","70.61","64.85","76.12","48.31","68","0","0","253.35","1011","96"
"Live Oak","13 Apr 2025","62.15","44.49","76.23","70.42","62.74","79.11","43.18","58","0","0","276.9","1014","96"
"Live Oak","14 Apr 2025","65.64","48.25","80.58","73.24","65.8","81.5","49.74","62","0","0","270.86","1015","96"
"Live Oak","15 Apr 2025","68.65","55.99","82.17","74.94","68.61","81.77","59.52","74","0","0","235.15","1011","96"
"Live Oak","16 Apr 2025","65.49","52.16","76.66","75.51","69.01","81.91","41.61","49","0","0","282.05","1013","96"
"Live Oak","17 Apr 2025","66.32","46.92","82.13","75.29","68.7","82.35","46.7","58","0","0","265.71","1015","96"
"Live Oak","18 Apr 2025","71.5","56.14","85.15","77.25","71.2","83.91","57.18","66","0","0","268.33","1018","96"
"Live Oak","19 Apr 2025","73.86","60.75","85.95","79.62","74.25","85.46","60.37","67","0","0","268.08","1019","96"
"Live Oak","20 Apr 2025","72.82","62.92","83.48","80.43","75.67","85.19","59.58","66","0","0","242.78","1018","96"
"Live Oak","21 Apr 2025","74.69","63.84","85.64","81.02","76.53","86.04","63.29","70","0","0","241.46","1015","96"
"Live Oak","22 Apr 2025","74.16","60.42","85.28","81.51","77","85.82","64.24","74","0","0","215.44","1013","96"
"Live Oak","23 Apr 2025","76.64","64.63","86.47","82.51","78.12","86.95","64.88","70","0","0","224.81","1013","96"
"Live Oak","24 Apr 2025","74.03","63.9","84.61","82.32","78.55","85.78","64.28","74","0","0","198","1015","96"
"Live Oak","25 Apr 2025","73.99","62.33","85.53","82.11","77.47","87.08","63.5","73","0","0","254.11","1014","96"
"Live Oak","26 Apr 2025","76.11","65.28","88.48","83.29","78.87","88.25","65.78","73","0","0","243.52","1013","96"
"Live Oak","27 Apr 2025","78.1","64.87","91.06","84.41","80.02","88.74","65.06","69","0","0","228.14","1013","96"
"Live Oak","28 Apr 2025","73.62","68.74","86.58","83.02","78.6","86.88","67.58","83","1.07","0.83","170.08","1016","96"
"Live Oak","29 Apr 2025","73.15","64.24","83.25","78.01","73.27","83.34","65.26","78","0","0","218.47","1017","96"
"Live Oak","30 Apr 2025","73.26","60.76","84.99","78.47","72.27","85.51","60.5","68","0","0","280.83","1015","96"
"Live Oak","1 May 2025","73.1","59.92","84.09","79.85","73.44","86.5","61.92","71","0","0","244.01","1013","96"
"Live Oak","2 May 2025","75.12","64.04","86.41","81.83","75.49","88.84","63.72","71","0","0","249.9","1011","96"
"Live Oak","3 May 2025","73.71","64.54","81.88","81.74","77.5","84.65","64.97","76","0","0","166.89","1008","96"
"Live Oak","4 May 2025","71.57","62.55","82.02","78.99","74.52","83.17","63.49","78","0.91","0.42","230.34","1006","96"
"Live Oak","5 May 2025","71.82","57.06","84.49","77.39","71.31","83.8","55.65","63","0","0","289.55","1008","96"
"Live Oak","6 May 2025","70.72","58.15","82.62","77.53","72.07","83.75","61.89","77","0","0","211.82","1011","96"
"Live Oak","7 May 2025","75.73","65.17","85.66","79.99","74.89","85.24","67.73","79","0","0","183.42","1011","96"
"Live Oak","8 May 2025","76.81","70.63","84.24","81.57","77.81","85.95","69.7","80","0","0","173.63","1010","96"
"Live Oak","9 May 2025","74.57","69.21","83.19","81.29","77.74","85.28","69.11","84","0","0","145.77","1009","96"
"Live Oak","10 May 2025","71.52","66.65","79.84","78.85","75.87","82.04","67.37","87","0.59","0.15","120.8","1010","96"
"Live Oak","11 May 2025","71.28","66.18","77.99","75.45","73.76","77.47","68.85","92","1.49","0.31","61.84","1011","96"
"Live Oak","12 May 2025","75.02","69.44","83.39","76.94","73.45","81.73","68.61","82","0.07","0.02","195.88","1009","96"
"Live Oak","13 May 2025","72.84","64.29","81.63","77.12","72.55","81.95","65.41","80","0.18","0.12","239.23","1007","96"
"Live Oak","14 May 2025","75.22","64.08","86.36","78.83","72.63","86.45","65.92","75","0","0","275.86","1008","96"
"Live Oak","15 May 2025","77.79","68.47","88.43","82.28","75.92","89.89","67.29","72","0","0","279.45","1009","96"
"Live Oak","16 May 2025","78.85","70.11","91.94","84.46","78.73","91.72","68.32","73","0","0","260.33","1010","96"
"Live Oak","17 May 2025","79.13","69.78","92.5","86.04","80.29","92.52","69.67","75","0","0","248.36","1010","96"
"Live Oak","18 May 2025","78.28","71.76","88.77","86.72","81.77","93.07","71.15","80","0","0","219.19","1010","96"
"Live Oak","19 May 2025","78.19","64.9","90.09","87.51","81.25","93.81","69.3","77","0","0","261.04","1009","96"
"Live Oak","20 May 2025","79.27","68.13","89.22","88.31","82.6","94.19","70.8","77","0","0","262.06","1008","96"
"Live Oak","21 May 2025","79","72.07","88.47","87.55","83.79","90.23","73.53","84","0","0","166.96","1008","96"
"Live Oak","22 May 2025","77.97","65.55","87.93","86.59","80.96","92.41","61.86","63","0","0","251.02","1010","96"
"Live Oak","23 May 2025","80.08","67.66","92.52","88.09","81.72","95","62.94","62","0","0","277.69","1011","96"
"Live Oak","24 May 2025","80.36","66.49","93.49","89.6","83.28","96.17","65.91","66","0","0","277.53","1013","96"
"Live Oak","25 May 2025","78.47","69.66","90.27","90.18","85.46","94.75","69.23","76","0","0","218.06","1013","96"
"Live Oak","26 May 2025","79.98","68.13","90.84","89.46","84.15","95.16","69.97","75","0","0","243.86","1012","96"
"Live Oak","27 May 2025","80.21","67.93","91.29","90.51","85.3","95.77","70.23","75","0","0","263.96","1012","96"
"Live Oak","28 May 2025","79.59","67.95","89.58","89.88","85.75","93.45","71.01","77","0","0","201.83","1013","96"
"Live Oak","29 May 2025","77.09","70.52","86.79","88.5","85.51","91.24","71.56","85","0.03","0.01","153.16","1012","96"
"Live Oak","30 May 2025","76.64","68.94","87.66","86.08","81.41","91.45","70.54","82","0.01","0.01","223.65","1008","96"
"Live Oak","31 May 2025","75.18","66.6","81.95","87.22","82.81","92.1","62.87","69","0","0","256.38","1006","96"
"Live Oak","1 Jun 2025","73.86","59.92","85.78","86.31","80.96","91.2","60.04","67","0","0","238.13","1008","96"
"Live Oak","2 Jun 2025","77.84","65.84","88.72","87.16","82.11","92.44","62.8","65","0","0","243.28","1010","96"
"Live Oak","3 Jun 2025","76.41","67.5","86.07","87.01","83.5","90.07","69.96","83","0.01","0.01","190.4","1012","96"
"Live Oak","4 Jun 2025","77.93","71.71","87.67","86.78","82.98","91.36","71.28","81","0","0","202.99","1011","96"
"Live Oak","5 Jun 2025","76.42","72.55","84.11","85.31","82.63","89.28","73.99","92","0.82","0.32","112.84","1012","96"
"Live Oak","6 Jun 2025","79.37","72.5","87.48","82.9","78.78","87.22","74.36","86","0.24","0.22","201.77","1011","96"
"Live Oak","7 Jun 2025","80.82","75.58","87.44","83.48","79.99","87.33","76.07","86","0.13","0.08","197.48","1010","96"
"Live Oak","8 Jun 2025","80.19","76.62","87.78","83.02","80.31","85.8","75.92","87","0.03","0.02","157.09","1009","96"
"Live Oak","9 Jun 2025","80.01","69.87","87.69","82.86","79.36","87.3","74.94","86","0.32","0.26","206.16","1009","96"
"Live Oak","10 Jun 2025","80.57","73.38","89.42","82.63","78.96","87.71","73.38","80","0.01","0.01","217.19","1011","96"
"Live Oak","11 Jun 2025","80.33","71.04","91.45","85.08","79.61","91.71","73.13","81","0","0","231.6","1013","96"
"Live Oak","12 Jun 2025","78.79","70.93","91.04","85.36","77.32","92.98","73.08","84","3.04","0.9","218.16","1013","96"
"Live Oak","13 Jun 2025","79.07","70.99","87.6","81.61","77.09","87.44","73.94","86","0.02","0.01","230.24","1013","96"
"Live Oak","14 Jun 2025","80.68","74.77","89.17","85.09","80.35","90.82","75.37","84","0","0","232.12","1014","96"
"Live Oak","15 Jun 2025","79.09","73.2","88.81","86.57","82.04","91.6","74.34","86","0.04","0.02","196.06","1014","96"
"Live Oak","16 Jun 2025","78.48","72.23","90.3","86.13","81.1","92.91","73.8","87","0.03","0.02","211.62","1013","96"
"Live Oak","17 Jun 2025","81.66","73.2","90.36","87.65","81.28","95.23","74.11","80","0.01","0.01","272.79","1013","96"
"Live Oak","18 Jun 2025","80.04","72.45","90.91","89","84.69","94.41","73.86","83","0.1","0.06","183.71","1014","96"
"Live Oak","19 Jun 2025","81.15","73.15","89.71","87.76","82.33","93.99","75.25","84","0","0","211.67","1014","96"
"Live Oak","20 Jun 2025","81.57","70.84","91.36","90.41","83.84","97.74","72.69","77","0","0","262.88","1013","96"
"Live Oak","21 Jun 2025","83.5","70.81","94.28","92.87","85.89","100.22","70.41","69","0","0","285.28","1014","96"
"Live Oak","22 Jun 2025","82.62","71.35","93.15","93.81","87.91","99.68","72.22","74","0","0","262.7","1016","96"
"Live Oak","23 Jun 2025","82.66","72.12","92.68","93.87","88.32","99.45","72.75","75","0","0","253.09","1016","96"
"Live Oak","24 Jun 2025","83.37","70.77","93.38","94.34","88.63","100.04","72.34","73","0","0","267.31","1016","96"
"Live Oak","25 Jun 2025","83.99","72.88","95.09","94.69","89.71","99.54","73.18","74","0","0","235.21","1014","96"
"Live Oak","26 Jun 2025","76.96","69.98","91.31","91.93","85.53","96.64","71.59","85","0.79","0.29","157.49","1012","96"
"Live Oak","27 Jun 2025","77.35","68.67","89.24","85.13","80.4","89.82","71.26","84","0.05","0.02","196.8","1014","96"
"Live Oak","28 Jun 2025","78.17","69.93","87.31","84.73","80.64","89.26","72.54","84","0","0","181.54","1014","96"
"Live Oak","29 Jun 2025","78.33","72.84","89.69","85.92","80.94","93.79","73.34","85","1.08","0.45","231.52","1013","96"
"Live Oak","30 Jun 2025","78.21","72.52","86.61","85.58","81.21","90.7","74.35","88","0.03","0.01","233.47","1012","96"
"Live Oak","1 Jul 2025","78.42","73.56","84.65","84.21","81.36","86.94","74.09","87","0.08","0.04","169.06","1012","96"
"Live Oak","2 Jul 2025","78.3","72.99","87.73","84.35","80.06","89.69","74.45","88","0.05","0.05","201.38","1009","96"
"Live Oak","3 Jul 2025","78.95","72.82","92.97","84.21","80.83","92.21","74.47","87","2.14","1.13","184.67","1008","96"
"Live Oak","4 Jul 2025","78.63","71.08","89.24","84.19","79.47","90.09","74.36","87","0.01","0.01","233.38","1009","96"
"Live Oak","5 Jul 2025","80.35","73.62","89.13","86.31","80.91","92.64","73.22","80","0","0","245.84","1009","96"
"Live Oak","6 Jul 2025","80.57","73.33","90.45","89.06","83.1","96.22","73.49","81","0","0","223.8","1010","96"
"Live Oak","7 Jul 2025","82.81","75.85","90.52","91.26","85.06","98.47","74.96","78","0.06","0.05","269.71","1012","96"
"Live Oak","8 Jul 2025","81.77","74.21","90.57","92.87","86.95","99.12","75.33","82","0","0","247.79","1014","96"
"Live Oak","9 Jul 2025","79.23","70.38","88.66","90.96","86.02","95.92","75.07","88","0.6","0.33","154.12","1013","96"
"Live Oak","10 Jul 2025","79.74","70.39","90.28","86.05","81.52","91.22","74.41","85","0.37","0.14","243.34","1012","96"
"Live Oak","11 Jul 2025","79.1","70.41","89.55","84.78","80.47","88.74","73.77","85","0.02","0.01","201.49","1013","96"
"Live Oak","12 Jul 2025","83.14","74.8","92.64","86.93","81.52","93.92","75.91","80","0","0","255.98","1013","96"
"Live Oak","13 Jul 2025","83.72","75.76","95.09","90.03","83.93","97.81","75.35","78","0.02","0.01","250.59","1012","96"
"Live Oak","14 Jul 2025","81.03","73.6","94.84","89.28","83.84","96.85","74.06","82","0.96","0.18","223.57","1011","96"
"Live Oak","15 Jul 2025","80.28","73.17","90.16","86.65","82.29","91.27","74.86","84","0.03","0.01","254.16","1009","96"
"Live Oak","16 Jul 2025","79.54","72.03","90.43","85.95","81.36","91.08","74.07","84","0.03","0.03","206.63","1011","96"
"Live Oak","17 Jul 2025","80.59","71.55","92.62","87.59","80.94","95.99","74.13","82","0","0","260.97","1013","96"
"Live Oak","18 Jul 2025","82.13","73.72","93.88","90.65","84.29","98.47","75.78","83","0","0","223.97","1015","96"
"Live Oak","19 Jul 2025","84.42","73.44","95","92.39","85.55","99.88","75.47","77","0","0","248.63","1015","96"
"Live Oak","20 Jul 2025","85.67","75.79","95.45","93.99","87.6","100.83","75.7","75","0","0","255.03","1013","96"
"Live Oak","21 Jul 2025","84.11","78.62","94.21","94.1","89.58","98.91","77.14","81","0","0","188.54","1011","96"
"Live Oak","22 Jul 2025","77.63","73.24","81.72","85.61","79.72","92.68","75.43","93","2.11","0.75","98.72","1009","96"
"Live Oak","23 Jul 2025","79.76","74.46","90.03","84.61","80.6","89.92","76.23","89","0.14","0.1","191.24","1011","96"
"Live Oak","24 Jul 2025","80.98","74.1","91.13","86.26","81.14","92.32","74.77","82","0","0","238.34","1014","96"
"Live Oak","25 Jul 2025","80.5","73.99","91.62","87.9","83.16","94.28","75.76","87","0.49","0.2","186.71","1014","96"
"Live Oak","26 Jul 2025","84.16","74.5","95.49","87.95","81.99","94.82","75.86","79","0","0","273.34","1014","96"
"Live Oak","27 Jul 2025","87.18","77.94","96.37","91.25","84.54","99.21","76.55","74","0","0","260.16","1014","96"
"Live Oak","28 Jul 2025","87.99","78.19","97.41","93.59","86.92","100.42","76.18","72","0","0","235.88","1012","96"
"Live Oak","29 Jul 2025","84.64","75.85","97.57","94.47","89.15","103.12","77.3","81","0.28","0.15","233.29","1010","96"
"Live Oak","30 Jul 2025","82.69","72.84","92.75","89.73","84.52","94.91","77.12","84","0.01","0.01","235.72","1010","96"
"Live Oak","31 Jul 2025","84.6","77.9","91.96","91.21","85.44","97.72","77.48","81","0","0","236.55","1012","96"
